FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,3914159735707328,Sandro José Rigo,COMPLETO,", Desenvolvimento de um Sistema Gráfico Interativo para Modelagem e Animação Facial",1993,Português,", Desenvolvimento de um Sistema Gráfico Interativo para Modelagem e Animação Facial",Recife,1993,"['RIGO, S. J.;RIGO, SANDRO J.;RIGO, SANDRO JOSÉ;RIGO, SANDRO;RIGO, SANDRO JOSE;JOSE RIGO, SANDRO and', 'LASCHUK, A and']"
LATTES,TRAB.EVENTO,3914159735707328,Sandro José Rigo,COMPLETO,DPC++: An Object Distributed Language,1995,Português,DPC++: An Object Distributed Language,Santiago,1995,"['CAVALHEIRO, G and', 'KRUG, R and', 'RIGO, S. J.;RIGO, SANDRO J.;RIGO, SANDRO JOSÉ;RIGO, SANDRO;RIGO, SANDRO JOSE;JOSE RIGO, SANDRO and', 'NAVAUX, P. O. A and']"
LATTES,TRAB.EVENTO,3914159735707328,Sandro José Rigo,COMPLETO,USO DE ONTOLOGIAS PARA GERENCIAMENTO E ACESSO A DOCUMENTOS NA WEB,2001,Português,. USO DE ONTOLOGIAS PARA GERENCIAMENTO E ACESSO A DOCUMENTOS NA WEB,Pelotas,2001,"['RIGO, S. J.;RIGO, SANDRO J.;RIGO, SANDRO JOSÉ;RIGO, SANDRO;RIGO, SANDRO JOSE;JOSE RIGO, SANDRO and', 'CHAVES, M. and', 'VIEIRA, Renata and']"
LATTES,TRAB.EVENTO,3914159735707328,Sandro José Rigo,COMPLETO,Busca de informações auxiliada por ontologias,2002,Português,Busca de informações auxiliada por ontologias,são leopoldo,2002,"['RIGO, S. J.;RIGO, SANDRO J.;RIGO, SANDRO JOSÉ;RIGO, SANDRO;RIGO, SANDRO JOSE;JOSE RIGO, SANDRO and', 'VIEIRA, Renata and']"
LATTES,TRAB.EVENTO,3914159735707328,Sandro José Rigo,COMPLETO,Synonymy for query expansion in information Search,2003,Inglês,Sinonymy for query expansion in information search,Évora,2003,"['RIGO, S. J.;RIGO, SANDRO J.;RIGO, SANDRO JOSÉ;RIGO, SANDRO;RIGO, SANDRO JOSE;JOSE RIGO, SANDRO and']"
LATTES,TRAB.EVENTO,3914159735707328,Sandro José Rigo,RESUMO,Uso de ontologias específicas para busca em domínio,2003,Português,IV Encontro Nacional de Inteligência Artificial - SBC,Campinas - SP,2003,"['RIGO, S. J.;RIGO, SANDRO J.;RIGO, SANDRO JOSÉ;RIGO, SANDRO;RIGO, SANDRO JOSE;JOSE RIGO, SANDRO and']"
LATTES,TRAB.EVENTO,3914159735707328,Sandro José Rigo,COMPLETO,Mineração de uso em sites Web para a descoberta automática de classes de usuários,2006,Português,Conferência Latinoamericana de informática,"Santiago, Chile",2006,"['RIGO, S. J.;RIGO, SANDRO J.;RIGO, SANDRO JOSÉ;RIGO, SANDRO;RIGO, SANDRO JOSE;JOSE RIGO, SANDRO and']"
LATTES,TRAB.EVENTO,3914159735707328,Sandro José Rigo,COMPLETO,Aquisição automática de classes de usuários integrando mineração de uso da Web e ontologias,2006,Português,III Workshop em Algoritmos e Aplicações de Mineração de Dados,"Florianópolis, Brasil",2006,"['RIGO, S. J.;RIGO, SANDRO J.;RIGO, SANDRO JOSÉ;RIGO, SANDRO;RIGO, SANDRO JOSE;JOSE RIGO, SANDRO and', 'OLIVEIRA, J. P. M. and']"
LATTES,TRAB.EVENTO,3914159735707328,Sandro José Rigo,RESUMO,Aquisição Automática de classes de usuário por mineração do uso da Web,2006,Português,Webmedia 2006,"Natal, Brasil",2006,"['RIGO, S. J.;RIGO, SANDRO J.;RIGO, SANDRO JOSÉ;RIGO, SANDRO;RIGO, SANDRO JOSE;JOSE RIGO, SANDRO and', 'OLIVEIRA, J. P. M. and']"
LATTES,TRAB.EVENTO,3914159735707328,Sandro José Rigo,COMPLETO,Mineração de uso em sistema de informação,2007,Português,ERBD,Caxias do Sul,2007,"['schwertzner, m. a. and', 'RIGO, S. J.;RIGO, SANDRO J.;RIGO, SANDRO JOSÉ;RIGO, SANDRO;RIGO, SANDRO JOSE;JOSE RIGO, SANDRO and', 'OLIVEIRA, J. P. M. and']"
LATTES,TRAB.EVENTO,3914159735707328,Sandro José Rigo,COMPLETO,Classificação de textos baseada em ontologias de domínio,2007,Português,Anais do XXVII Congresso Sociedade Brasileira de Computação (SBC 2007),Rio de Janeiro,2007,"['BARBIERI, C. and', 'RIGO, S. J.;RIGO, SANDRO J.;RIGO, SANDRO JOSÉ;RIGO, SANDRO;RIGO, SANDRO JOSE;JOSE RIGO, SANDRO and', 'OLIVEIRA, J. P. M. and']"
LATTES,TRAB.EVENTO,3914159735707328,Sandro José Rigo,COMPLETO,Personalização de sites Web integrando mineração de uso e ontologias de domínio,2007,Português,"WebMedia 2007, the XIII Brazilian Symposium on Multimedia and the Web","Gramado, RS, Brasil",2007,"['RIGO, S. J.;RIGO, SANDRO J.;RIGO, SANDRO JOSÉ;RIGO, SANDRO;RIGO, SANDRO JOSE;JOSE RIGO, SANDRO and', 'OLIVEIRA, J. P. M. and']"
LATTES,TRAB.EVENTO,3914159735707328,Sandro José Rigo,COMPLETO,Uma solução de acessibilidade baseada em software livre para pessoas com deficiência visual,2007,Português,Uma solução de acessibilidade baseada em software livre para pessoas com deficiência visual,"Curitiba - Paraná, Brazil",2007,"['BRUKSHEN, M. and', 'RIGO, S. J.;RIGO, SANDRO J.;RIGO, SANDRO JOSÉ;RIGO, SANDRO;RIGO, SANDRO JOSE;JOSE RIGO, SANDRO and', 'FAGUNDES, E. and']"
LATTES,TRAB.EVENTO,3914159735707328,Sandro José Rigo,COMPLETO,Uso de semântica e mineração de uso Web para identificação de classes de usuários em sites educacionais,2007,Português,Workshop de Web Semântica e Educação,São Paulo - SP,2007,"['RIGO, S. J.;RIGO, SANDRO J.;RIGO, SANDRO JOSÉ;RIGO, SANDRO;RIGO, SANDRO JOSE;JOSE RIGO, SANDRO and', 'OLIVEIRA, J. P. M. and']"
LATTES,TRAB.EVENTO,3914159735707328,Sandro José Rigo,COMPLETO,Desenvolvimento de software educacional livre e inclusão de alunos com deficiência visual,2007,Português,Revista Novas Tecnologias na Educação (ISSN 1679-1916),Porto Alegre,2007,"['BRUKSHEN, M. and', 'RIGO, S. J.;RIGO, SANDRO J.;RIGO, SANDRO JOSÉ;RIGO, SANDRO;RIGO, SANDRO JOSE;JOSE RIGO, SANDRO and', 'FAGUNDES, E. and']"
LATTES,TRAB.EVENTO,3914159735707328,Sandro José Rigo,RESUMO_EXPANDIDO,SCOMIL: uma ferramenta livre para criação de conteúdo multimídia baseada nos padrões SCORM e SMIL,2007,Português,SCOMIL: uma ferramenta livre para criação de conteúdo multimídia baseada nos padrões SCORM e SMIL,"São PAulo, SP",2007,"['FONSECA, F. M. B. and', 'SOUZA, v. c. and', 'RIGO, S. J.;RIGO, SANDRO J.;RIGO, SANDRO JOSÉ;RIGO, SANDRO;RIGO, SANDRO JOSE;JOSE RIGO, SANDRO and']"
LATTES,TRAB.EVENTO,3914159735707328,Sandro José Rigo,COMPLETO,Arquitetura baseada em Web Semântica para aplicações de Hipermídia Adaptativa,2008,Português,Arquitetura baseada em Web Semântica para aplicações de Hipermídia Adaptativa,"Rio de Janeiro, RJ",2008,"['SCHNEIDER, E, E. and', 'RIGO, S. J.;RIGO, SANDRO J.;RIGO, SANDRO JOSÉ;RIGO, SANDRO;RIGO, SANDRO JOSE;JOSE RIGO, SANDRO and', 'OLIVEIRA, J. P. M. and']"
