FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,5011370918857999,Ronaldo dos Santos Mello,COMPLETO,Uma Linguagem Visual de Consulta para o Ambiente STAR,1994,Português,"9., setembro 5-7, 1994; São Carlos: ICMSC/USP, 1994. 381p.",São Carlos,1994,"['MELLO, R. S.;MELLO, RONALDO SANTOS;DOS SANTOS MELLO, RONALDO;MELO, RONALDO DOS SANTOS;MELO, RONALDO DOS S.;MELLO, RONALDO DOS SANTOS;MELLO, RONALDO DOS S. and', 'GOLENDZINER, L. G. and']"
LATTES,TRAB.EVENTO,5011370918857999,Ronaldo dos Santos Mello,COMPLETO,The Visual Interface of the STAR Framework,1994,Inglês,International IFIP WG 10.5 Working Conference on Eletronic Design Automation Frameworks,Gramado,1994,"['MELLO, R. S.;MELLO, RONALDO SANTOS;DOS SANTOS MELLO, RONALDO;MELO, RONALDO DOS SANTOS;MELO, RONALDO DOS S.;MELLO, RONALDO DOS SANTOS;MELLO, RONALDO DOS S. and', 'GOLENDZINER, L. G. and', 'WAGNER, F. R. and']"
LATTES,TRAB.EVENTO,5011370918857999,Ronaldo dos Santos Mello,COMPLETO,Dados Semi-Estruturados,2000,Português,XV Simpósio Brasileiro de Banco de Dados / XIV Simpósio Brasileiro de Engenharia de Software - Mini-Cursos / Tutoriais,João Pessoa,2000,"['MELLO, R. S.;MELLO, RONALDO SANTOS;DOS SANTOS MELLO, RONALDO;MELO, RONALDO DOS SANTOS;MELO, RONALDO DOS S.;MELLO, RONALDO DOS SANTOS;MELLO, RONALDO DOS S. and', 'HEUSER, Carlos Alberto and', 'DORNELES, C. F. and', 'KADE, A. and', 'BRAGANHOLO, V. P. and']"
LATTES,TRAB.EVENTO,5011370918857999,Ronaldo dos Santos Mello,COMPLETO,Aplicação de Ontologias a Dados Semi-Estruturados,2000,Português,XXVI Conferência LatinoAmericana de Informática (CLEI 2000),Cidade do México,2000,"['MELLO, R. S.;MELLO, RONALDO SANTOS;DOS SANTOS MELLO, RONALDO;MELO, RONALDO DOS SANTOS;MELO, RONALDO DOS S.;MELLO, RONALDO DOS SANTOS;MELLO, RONALDO DOS S. and', 'HEUSER, Carlos Alberto and']"
LATTES,TRAB.EVENTO,5011370918857999,Ronaldo dos Santos Mello,COMPLETO,A Bottom-Up Approach for Integration of XML Sources,2001,Inglês,International Workshop On Information Integration on the Web,Rio de Janeiro,2001,"['MELLO, R. S.;MELLO, RONALDO SANTOS;DOS SANTOS MELLO, RONALDO;MELO, RONALDO DOS SANTOS;MELO, RONALDO DOS S.;MELLO, RONALDO DOS SANTOS;MELLO, RONALDO DOS S. and', 'HEUSER, Carlos Alberto and']"
LATTES,TRAB.EVENTO,5011370918857999,Ronaldo dos Santos Mello,COMPLETO,Gerenciamento de Dados XML,2003,Português,ENCOINFO/EIN 2003,Palmas,2003,"['MELLO, R. S.;MELLO, RONALDO SANTOS;DOS SANTOS MELLO, RONALDO;MELO, RONALDO DOS SANTOS;MELO, RONALDO DOS S.;MELLO, RONALDO DOS SANTOS;MELLO, RONALDO DOS S. and']"
LATTES,TRAB.EVENTO,5011370918857999,Ronaldo dos Santos Mello,COMPLETO,BInXS: A Process for Integration of XML Schemata,2005,Inglês,Lecture Notes in Computer Science,Porto,2005,"['MELLO, R. S.;MELLO, RONALDO SANTOS;DOS SANTOS MELLO, RONALDO;MELO, RONALDO DOS SANTOS;MELO, RONALDO DOS S.;MELLO, RONALDO DOS SANTOS;MELLO, RONALDO DOS S. and', 'HEUSER, Carlos Alberto and']"
LATTES,TRAB.EVENTO,5011370918857999,Ronaldo dos Santos Mello,COMPLETO,Querying Heterogeneous XML Sources Through a Conceptual Schema,2003,Inglês,Lecture Notes in Computer Science,Chicago,2003,"['MELLO, R. S.;MELLO, RONALDO SANTOS;DOS SANTOS MELLO, RONALDO;MELO, RONALDO DOS SANTOS;MELO, RONALDO DOS S.;MELLO, RONALDO DOS SANTOS;MELLO, RONALDO DOS S. and', 'HEUSER, Carlos Alberto and', 'CAMILLO, Sandro Daniel and']"
LATTES,TRAB.EVENTO,5011370918857999,Ronaldo dos Santos Mello,COMPLETO,A Domain Integrity Constraint Control for XML Documents,2005,Português,"Simpósio Brasileiro de Banco de Dados, 20",Uberlândia,2005,"['MELLO, R. S.;MELLO, RONALDO SANTOS;DOS SANTOS MELLO, RONALDO;MELO, RONALDO DOS SANTOS;MELO, RONALDO DOS S.;MELLO, RONALDO DOS SANTOS;MELLO, RONALDO DOS S. and', 'LAZZARETTI, Alexandre Tagliari and']"
LATTES,TRAB.EVENTO,5011370918857999,Ronaldo dos Santos Mello,COMPLETO,Um Método para Determinar a Equivalência Semântica entre Esquemas GML,2006,Português,Simpósio Brasileiro de Geoinformática - GEOINFO,Campos do Jordão,2006,"['FROZZA, Ângelo Augusto and', 'MELLO, R. S.;MELLO, RONALDO SANTOS;DOS SANTOS MELLO, RONALDO;MELO, RONALDO DOS SANTOS;MELO, RONALDO DOS S.;MELLO, RONALDO DOS SANTOS;MELLO, RONALDO DOS S. and']"
