FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,4940517936484660,André Magno Costa de Araujo,COMPLETO,Uma Ferramenta de Modelagem de Dados Baseada em Arquétipos,2012,Português,XIII Congresso Brasileiro de Informática em Saúde,Curitiba,2012,"['André Magno Costa de Araújo and', 'TIMES, V. C. and', 'SILVA, M. U. and']"
LATTES,TRAB.EVENTO,4940517936484660,André Magno Costa de Araujo,COMPLETO,"Análise da Aderência das Práticas Recomendadas pelos Métodos Ágeis: XP, Scrum e TDD com a Utilização de Ferramentas CASE",2012,Português,Congresso Sul Brasileiro de Computação,Crisciúma - SC,2012,"['SAVOINE, M. M. and', 'André Magno C. de Araújo and', 'MOURA, L. B. and']"
LATTES,TRAB.EVENTO,4940517936484660,André Magno Costa de Araujo,COMPLETO,Um Algoritmo para Extração de Conhecimento em Saúde Baseado em Regras de Associação,2013,Português,Um Algoritmo para Extração de Conhecimento em Saúde Baseado em Regras de Associação,Frederico Westphalen - RS,2013,"['André Magno C. de Araújo and', 'Marcos Júnior LopesLOPES, M. J. and', 'Wermeson Lopes Trindade and']"
LATTES,TRAB.EVENTO,4940517936484660,André Magno Costa de Araujo,COMPLETO,Middleware For Heterogeneous Healthcare Data Exchange: A Survey,2015,Inglês,ICSEA 2015,"Barcelona, Spain",2015,"['BEZZERA, Carlos Andrew Costa and', 'André Magno Costa de Araújo and']"
LATTES,TRAB.EVENTO,4940517936484660,André Magno Costa de Araujo,COMPLETO,PolyEHR: A Framework for Polyglot Persistence of the Electronic Health Record,2016,Inglês,The 17th International Conference on Internet Computing and Internet of Things,"Las Vegas, USA",2016,"['André Magno Costa de Araújo and', 'TIMES, V. C. and', 'SILVA, M. U. and']"
LATTES,TRAB.EVENTO,4940517936484660,André Magno Costa de Araujo,COMPLETO,A Conceptual Data Model for Health Information Systems,2016,Inglês,The 14th International Conference on Software Engineering Research and Practice,"Las Vegas, USA",2016,"['André Magno Costa de Araújo and', 'TIMES, V. C. and', 'SOARES, S. C. B. and']"
LATTES,TRAB.EVENTO,4940517936484660,André Magno Costa de Araujo,COMPLETO,A CASE Tool for Modeling Healthcare Applications with Archetypes and Analysis Patterns,2016,Inglês,The Eleventh International Conference on Software Engineering Advances,Rome - Italy,2016,"['André Magno Costa de Araújo and', 'TIMES, V. C. and', 'SILVA, M. U. and', 'BEZZERA, Carlos Andrew Costa and']"
LATTES,TRAB.EVENTO,4940517936484660,André Magno Costa de Araujo,COMPLETO,A Synchronous Agile Framework Proposal Combining Scrum and TDD,2016,Inglês,ICSEA 2016,"Rome, Italy",2016,"['SAVOINE, M. M. and', 'Vanessa Rocha and', 'BEZZERA, Carlos Andrew Costa and', 'André Magno Costa de Araújo and', 'Joyce Matias and']"
LATTES,TRAB.EVENTO,4940517936484660,André Magno Costa de Araujo,COMPLETO,Um Serviço para Geração de Esquemas de Dados Utilizando Arquétipos,2016,Português,CBIS 2016,Goiânia,2016,"['André Magno Costa de Araújo and', 'TIMES, V. C. and', 'SILVA, M. U. and']"
LATTES,TRAB.EVENTO,4940517936484660,André Magno Costa de Araujo,RESUMO_EXPANDIDO,Serviço HL7 em Nuvem para Troca de Dados em Saúde,2016,Português,CBIS 2016,Goiânia,2016,"['BEZZERA, Carlos Andrew Costa and', 'André Magno Costa de Araújo and']"
