FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,6405951782839858,Renato Fileto,RESUMO,Multidimensional Search,1994,Inglês,Anais da Academia Brasileira de Ciências,São Paulo,1994,"['REZENDE, Pedro Jussieu de and', 'FILETO, Renato;Fileto, Renato;Fileto, R. and']"
LATTES,TRAB.EVENTO,6405951782839858,Renato Fileto,COMPLETO,Using Domain Ontologies to Help Track Data Provenance,2003,Inglês,Simpósio Brasileiro de Bancos de Dados,Manaus,2003,"['FILETO, Renato;Fileto, Renato;Fileto, R. and', 'MEDEIROS, Claudia Bauzer and', 'LIU, Ling and', 'PU, Calton and', 'ASSAD, Eduardo Delgado and']"
LATTES,TRAB.EVENTO,6405951782839858,Renato Fileto,COMPLETO,An XML-Centered Data Warehouse to Manage Information of the Fruit Supply Chain,2002,Inglês,,Foz do Iguaçu,2002,"['FILETO, Renato;Fileto, Renato;Fileto, R. and', 'MEIRA, Carlos Alberto Alves and', 'NAKA, Juaquim and', 'SEIXAS NETO, Álvaro and', 'MEDEIROS, Claudia Bauzer and']"
LATTES,TRAB.EVENTO,6405951782839858,Renato Fileto,COMPLETO,Issues on Interoperability of Heterogeneous and Geographical Data,2001,Inglês,Workshop Brasileiro de Geoinformática (GEOINFO),Rio de Janeiro,2001,"['FILETO, Renato;Fileto, Renato;Fileto, R. and', 'MEDEIROS, Claudia Bauzer and']"
LATTES,TRAB.EVENTO,6405951782839858,Renato Fileto,RESUMO,The Design of Decision Support Systems for Effective Use of Spatio-Temporal Data,2000,Inglês,EDBT PhD Workshop,Konstanz,2000,"['FILETO, Renato;Fileto, Renato;Fileto, R. and', 'MEDEIROS, Claudia Bauzer and']"
LATTES,TRAB.EVENTO,6405951782839858,Renato Fileto,COMPLETO,Software para gerência de atividades agropecuárias: experiência no projeto da interface com o usuário,1999,Português,,Belo Horizonte,1999,"['MEIRA, Carlos Alberto Alves and', 'SENA, Luis Celso and', 'FILETO, Renato;Fileto, Renato;Fileto, R. and', 'MASSRUHÁ, Silvia Maria Fonseca Silveira and']"
LATTES,TRAB.EVENTO,6405951782839858,Renato Fileto,COMPLETO,Proventus - um programa de computador genérico para auxiliar o gerenciamento de lavouras,1999,Português,,Campinas,1999,"['FILETO, Renato;Fileto, Renato;Fileto, R. and', 'HEMERLY, Francisco Xavier and', 'MASSRUHÁ, Silvia Maria Fonseca Silveira and']"
LATTES,TRAB.EVENTO,6405951782839858,Renato Fileto,COMPLETO,A framework for the development of the farm management systems,1998,Inglês,,"Orlando, Florida, USA",1998,"['MASSRUHÁ, Silvia Maria Fonseca Silveira and', 'MEIRA, Carlos Alberto Alves and', 'FILETO, Renato;Fileto, Renato;Fileto, R. and']"
LATTES,TRAB.EVENTO,6405951782839858,Renato Fileto,COMPLETO,Modelo de Fazenda: Automatizando o Gerenciamento dos Processos de Produção em Propriedades Agrícolas Diversificadas,1997,Português,,Belo Horizonte,1997,"['FILETO, Renato;Fileto, Renato;Fileto, R. and', 'MASSRUHÁ, Silvia Maria Fonseca Silverira and', 'MEIRA, Carlos Alberto Alves and']"
LATTES,TRAB.EVENTO,6405951782839858,Renato Fileto,COMPLETO,A software development environment for farm management systems,1997,Inglês,,"Copenhagen, Denmark",,"['MASSRUHÁ, Silvia Maria Fonseca Silveira and', 'FILETO, Renato;Fileto, Renato;Fileto, R. and', 'COSTA, Clevan Ricardo and', 'MEIRA, Carlos Alberto Alves and']"
LATTES,TRAB.EVENTO,6405951782839858,Renato Fileto,COMPLETO,A Construção de um Gerador de Programas Aplicativos segundo Conceitos de Análise de Domínios,1996,Português,Simpósio Brasileiro de Engenharia de Software (SBES),São Carlos,1996,"['FILETO, Renato;Fileto, Renato;Fileto, R. and', 'COSTA, Clevan Ricardo and', 'MASSRUHÁ, Silvia Maria Fonseca Silveira and', 'MEIRA, Carlos Alberto Alves and']"
LATTES,TRAB.EVENTO,6405951782839858,Renato Fileto,COMPLETO,LACTUS: sistema para controle de rebanho leiteiro,1996,Português,,Passo Fundo,1996,"['MEIRA, Carlos Alberto Alves and', 'MANCINI, Adauto Luis and', 'MAXIMO, Fernando Atique and', 'FILETO, Renato;Fileto, Renato;Fileto, R. and', 'MASSRUHÁ, Silvia Maria Fonseca Silveira and']"
LATTES,TRAB.EVENTO,6405951782839858,Renato Fileto,COMPLETO,Ambiente de desenvolvimento de software para o domínio de administração rural,1995,Português,,Juiz de Fora,1995,"['MASSRUHÁ, Silvia Maria Fonseca Silveira and', 'MANCINI, Adauto Luis and', 'MEIRA, Carlos Alberto Alves and', 'FILETO, Renato;Fileto, Renato;Fileto, R. and', 'PASSOS, Sérgio L Z and']"
