ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO
4838297393852726,Pontifícia Universidade Católica do Rio Grande do Sul,1974,,
4838297393852726,Organicom. Revista Brasileira de Comunicação Organizacional e Relações Públ,2004,,
4838297393852726,Ecos Revista,2005,2018,
4838297393852726,Revista Brasileira de Ciências da Comunicação,2008,,
4838297393852726,Pontifícia Universidade Católica do Rio Grande do Sul,2000,,
4838297393852726,Revista Internacional de Relaciones Publicas,2011,,
4838297393852726,Ass. Bras. de Pesquisadores de Comunicação Org. e de Relações Públicas,2016,2018,Temporário
4838297393852726,Ass. Bras. de Pesquisadores de Comunicação Org. e de Relações Públicas,2018,,Temporário
4838297393852726,Conselho Nacional de Desenvolvimento Científico e Tecnológico,2008,,
4838297393852726,Fundação de Amparo à Pesquisa do Estado de São Paulo,2016,2018,
