ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO
6405951782839858,Companhia Aços Especiais Itabira,1991,1992,estagiário
6405951782839858,Empresa Brasileira de Pesquisa Agropecuária,1994,2006,Pesquisador
6405951782839858,Pontifícia Universidade Católica de Campinas,1997,1999,Professor convidado
6405951782839858,Universidade Metodista de Piracicaba,1999,1999,Professor convidado
6405951782839858,Universidade Estadual de Campinas,2001,2001,Instrutor no Plano de Estágio Docente (PED)
6405951782839858,Universidade Estadual de Campinas,2004,2005,Consultor de nível superior
6405951782839858,Thiara Distribuidora,1989,1991,Analista / Programador
6405951782839858,Fundação Centro Tecnológico para Informática,1994,1994,
6405951782839858,Faculdades Network,2004,2005,Horista
6405951782839858,Instituto Brasileiro de Tecnologia Avançada,2004,2006,
6405951782839858,Universidade Federal de Santa Catarina,2006,,Professor adjunto
6405951782839858,RESI. Revista Eletrônica de Sistemas de Informação,2007,2007,
6405951782839858,Encontros Bibli (UFSC),2006,,
6405951782839858,Cadernos de Ciência e Tecnologia (EMBRAPA),1996,2005,
6405951782839858,Empresa de Pesquisa Agropecuária e Extensão Rural de Santa Catarina,2007,2008,consultor
6405951782839858,REIC. Revista Eletrônica de Iniciação Científica (Online),2010,,
6405951782839858,Journal of Universal Computer Science (Print),2010,2010,
6405951782839858,Fundação de Amparo à Ciência e Tecnologia do Estado de Pernambuco,2012,2012,
6405951782839858,Fundação de Amparo à Pesquisa do Estado de São Paulo,2008,,
6405951782839858,Fundação de Amparo à Pesquisa e Inovação do Estado de Santa Catarina,2006,,
6405951782839858,Consiglio Nazionale delle Ricerche,2012,2012,"ISTI/CNR, Pisa, Italy"
6405951782839858,University of Pireaus Research Center,2013,2013,"Information Management Lab, Piraeus, Greece"
6405951782839858,Università Ca' Foscari Venezia,2014,2015,"Campus scientifico via Torino, Venice, Italy"
6405951782839858,Georgia Institute of Technology,2002,2002,"College of Computing, Atlanta, USA"
6405951782839858,Journal of Information and Data Management - JIDM,2015,,
6405951782839858,Revista Brasileira de Computação Aplicada,2013,,
6405951782839858,Lecture Notes in Computer Science,2001,,
6405951782839858,Journal of the Brazilian Computer Society (Impresso),2002,,
6405951782839858,GIScience and Remote Sensing,2004,,
6405951782839858,RESI : Revista Eletrônica de Sistemas de Informação,2007,,
6405951782839858,Revista Eletrônica de Iniciação Científica,2010,,
6405951782839858,Information Systems Journal,2015,,
6405951782839858,IEEE Multimedia,2015,,
6405951782839858,Encontros Bibli,2007,2012,
,Universität Leipzig,2017,2017,Estágio sênior financiado pela CAPES
