ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO
9727123750824948,Instituto Tecnológico Simepar,2000,2004,Empregado
9727123750824948,Esso Brasileira de Petróleo,2004,2006,Analista de Sistemas
9727123750824948,Universidade Estadual de Campinas,2011,2011,Docente
9727123750824948,Universidade Federal do Paraná,1998,1998,Monitor
9727123750824948,Ayuntamiento de Torremolinos,2000,2000,Estágio
9727123750824948,Companhia Paranaense de Energia,1999,1999,Estágio
9727123750824948,Universidade Tecnológica Federal do Paraná,2012,2012,Professor Adjunto
9727123750824948,Universidade Tecnológica Federal do Paraná,2012,,Professor Adjunto II
9727123750824948,Multimedia Tools and Applications,2013,,
9727123750824948,"IMB BRASIL-INDUSTRIA, MAQUINAS E SERVIÇOS LTDA",2006,2012,Funcionário
9727123750824948,Associação Brasileira de Normas Técnicas - Sede,2019,,Membro de Comissão
,ISPRS International Journal of Geo-Information,2019,,
