ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO
1853313255345200,Universidade da Região da Campanha,1997,1999,Professor Horista
1853313255345200,Universidade da Região da Campanha,2001,2006,Assistente
1853313255345200,Universidade Católica de Pelotas,1993,1995,Monitor
1853313255345200,Universidade Católica de Pelotas,1995,1995,Bolsista de Iniciação Científica
1853313255345200,Pontifícia Universidade Católica do Rio Grande do Sul,1999,2001,Professor Auxiliar
1853313255345200,Fundação de Ensino Superior da Região Centro-Sul,2001,2002,Professor Horista
1853313255345200,Prefeitura Municipal de São Gabriel,2002,2003,Analista de Sistemas
1853313255345200,Centro Universitário Franciscano,2003,2006,Professor
1853313255345200,Centro Universitário Franciscano,2010,2011,Professor Adjunto
1853313255345200,Sociedade Educacional Três de Maio,2004,2004,
1853313255345200,Centro Federal de Educação Tecnológica de São Vicente do Sul,2006,2008,Professor de I e II Graus
1853313255345200,REAd. Revista Eletrônica de Administração,2001,2012,
1853313255345200,Revista do CCEI,2006,2012,
1853313255345200,Universidade do Estado de Santa Catarina,2008,2010,Professor Adjunto
1853313255345200,Revista do CCEI,2004,2010,
1853313255345200,Universidade do Contestado Campus Canoinhas,2008,2008,Professor de Pós-Graduação
1853313255345200,Universidade Federal de Santa Maria,2011,,Professor Associado
1853313255345200,Revista Científica da UninCor,2011,,
1853313255345200,Brazilian Journal of Science and Technology,2013,2016,
1853313255345200,"Revista GEINTEC: gestao, inovacao e tecnologias",2014,,
1853313255345200,S &amp; G. Sistemas &amp; Gestão,2014,,
,Universidade do Minho,2016,,Pesquisador no Lab of Virtual Enterprises
,Exacta (São Paulo. Impresso),2016,,
,Technical Gazzette,2016,,
