ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO
0776438722468291,Universidade Federal da Fronteira Sul,2010,2011,Bolsista
0776438722468291,Universidade Federal da Fronteira Sul,2011,2012,Estagiário
0776438722468291,Universidade Federal da Fronteira Sul,2013,2013,Monitor
0776438722468291,BVM Máquinas de Venda Automatica,2009,2010,Estagiário
0776438722468291,Oren Systems Ltda,2012,2012,Programador
0776438722468291,Avior Soluções em Logística e Monitoramento LTDA,2012,2013,Programador
,Universidade Federal de Santa Catarina,2014,2016,Bolsita de Mestrado
,Universidade Federal de Santa Catarina,2016,2018,Bolsista Projeto Bridge
,Universidade Federal de Santa Catarina,2017,2020,Bolsista Doutorado
,Universidade do Oeste de Santa Catarina,2019,2020,Professor
,Universidade do Oeste de Santa Catarina,2020,,Professor
