ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO
3322255992735977,Pontifícia Universidade Católica do Rio Grande do Sul - Uruguaiana,2006,2007,Estagiário
3322255992735977,Hewlett Packard,2010,2010,Pesquisador
3322255992735977,Pontifícia Universidade Católica do Rio Grande do Sul,2010,2012,Pesquisador
3322255992735977,Pontifícia Universidade Católica do Rio Grande do Sul,2012,2014,Desenvolvedor de Sistemas
3322255992735977,Centre de Recherche INRIA Grenoble - Rhône-Alpes,2014,2015,Pesquisador
3322255992735977,Serviço Nacional de Aprendizagem Comercial - RS,2016,2016,Professor temporario
3322255992735977,IEEE Transactions on Knowledge and Data Engineering (Print),2016,,
3322255992735977,Revista Eletrônica Argentina-Brasil de Tecn. da Inform. e da Com. (REABTIC),2016,,
3322255992735977,Instituto Federal Farroupilha,2017,2017,Professor substituto
3322255992735977,Universidade Federal de Santa Maria,2018,,Professor Adjunto
3322255992735977,INTELIGENCIA ARTIFICIAL,2018,,
3322255992735977,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,2019,,
,International Journal of Computers and Applications,2019,,
