ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO
6055243052118565,Universidade Regional Integrada do Alto Uruguai e das Missões,2000,,PROFESSORA TEMPO INTEGRAL
6055243052118565,Universidade de Caxias do Sul,2000,2001,PROFESSORA CONVIDADA
6055243052118565,Universidade Luterana do Brasil,1999,2000,PROFESSORA HORISTA
6055243052118565,Universidade Federal do Rio Grande do Sul,1996,1999,Bolsista
6055243052118565,URI (Bolsa de Extensão),2006,2009,
6055243052118565,PIIC-URI,2012,2012,
6055243052118565,URI (Bolsa de Extensão),2006,2012,
6055243052118565,PIIC-URI,2013,2018,
6055243052118565,Revista de Sistemas de Informação da FSMA,2014,2014,
6055243052118565,Revista Eletrônica Argentina-Brasil de TICs,2013,2017,
6055243052118565,Conselho Nacional de Desenvolvimento Científico e Tecnológico,2011,2011,Extensão no Pais - EXP - Nível: C
6055243052118565,VIVÊNCIAS (URI. ERECHIM),2019,,
6055243052118565,Ministério da Educação,2019,,Membro do Banco de Avaliadores do SINAES
