ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO
3914159735707328,Ensaios e Ciência (Campo Grande),1999,2000,
3914159735707328,Revista Calidoscópio (1679-8740),2008,,
3914159735707328,UNIVERSITÀ TELEMATICA GUGLIELMO MARCONI,2009,2011,Pesquisador
3914159735707328,Universidade do Vale do Rio dos Sinos,1995,,Professor Adjunto
3914159735707328,GVDasa Informática,2011,2014,Consultor de Inovação
3914159735707328,(FACEPE) Fundação de Amparo à Ciência e Tecnologia do Estado de Pernambuco,2012,,
3914159735707328,"Revista Competência, revista da Educação Superior do Senac-RS",2012,,
3914159735707328,"Secretaria de Ciência, Inovação e Desenvolvimento Tecnológico",2013,,
3914159735707328,Universidad de Zaragoza,2014,2014,Pesquisador Visitante
3914159735707328,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira INEP,2014,2016,
3914159735707328,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira INEP,2016,2018,
3914159735707328,Consórcio de Universidades Comunitárias Gaúchas,2013,,
3914159735707328,Journal of Applied Computing Research,2014,,
3914159735707328,CIA DE PROCESSAMENTO DE DADOS DO ESTADO DO RIO GRANDE DO SUL,1994,1994,CONSULTOR
3914159735707328,J u m p M e d ia,2014,2016,Consultor
3914159735707328,Revista Brasileira de Informática na Educação,2015,,
3914159735707328,Revista Liberato (Novo Hamburgo),2015,,
3914159735707328,Conselho Nacional de Desenvolvimento Científico e Tecnológico,2014,2014,
3914159735707328,Conselho Nacional de Desenvolvimento Científico e Tecnológico,2015,2015,
3914159735707328,Dream Trip Serviços Inovativos de Informação,2014,2016,Consultor de Inovação
3914159735707328,Fundação de Amparo à Pesquisa do Estado do Rio Grande do Sul,2015,,
3914159735707328,Fundação de Amparo à Pesquisa do Estado do Rio Grande do Sul,2015,2017,
3914159735707328,International Journal of Information Technology and Web Engineering -IJITWE,2016,,
3914159735707328,Mobile Information Systems,2016,,
,Computers &amp; Education,2017,,
,Frontiers in Artificial Intelligence - AI for Human Learning and Behavior C,2018,,
,Frontiers in Artificial Intelligence,2018,,
