ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO
6307233387359689,Universidade Católica de Pelotas,2000,2002,Estagiário
6307233387359689,Universidade Católica de Pelotas,2002,2003,Voluntário
6307233387359689,Universidade Católica de Pelotas,2004,2005,Iniciação Científica
6307233387359689,Companhia Estadual de Geração e Transmissão de Energia Elétrica - Matriz,2003,2003,Estagiário
6307233387359689,Instituto Nacional do Seguro Social No Rio Grande do Sul,2003,2004,Estagiário
6307233387359689,Procomp Industria Eletrônica,1999,2000,Técnico Eletrônico
6307233387359689,Universidade do Vale do Rio dos Sinos,2006,2008,Mestrando
6307233387359689,Instituto de Informática,2006,2007,Professor horista
,Godigital Tecnologia e Participações,2008,2011,Pesquisador e Desenvolvedor
,Invenio Software Inteligente Limitada,2011,,Bolsista
