ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO
5075736089100544,Universidade Salvador,2001,2004,Pesquisador/Professor Horista
5075736089100544,Universidade Salvador,2009,2010,
5075736089100544,Faculdade Integrada da Bahia,2004,2004,Professor Assistente
5075736089100544,Universidade Federal de São Carlos,2004,2006,Pesquisador
5075736089100544,Universidade de São Paulo,2007,2007,Voluntário
5075736089100544,Universidade de São Paulo,2008,2008,Bolsista
5075736089100544,Universidade de São Paulo,2009,2009,Pesquisador
,Universidade Federal da Bahia,2010,,Associado I
,Sociedade Brasileira de Computação - Porto Alegre,2013,2015,Membro de comissão
,JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,2018,,
