ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO
5011370918857999,Universidade Federal de Santa Catarina,2019,,
5011370918857999,Universidade Federal de Santa Catarina,2010,2019,Professor Associado
5011370918857999,Universidade Federal de Santa Catarina,2002,2010,Professor Adjunto
5011370918857999,Universidade Federal de Santa Catarina,1995,2002,Professor Assistente
5011370918857999,Universidade Luterana do Brasil,1993,1995,Professor adjunto
5011370918857999,Journal of the Brazilian Computer Society (Impresso),2011,,
5011370918857999,Journal of Information and Data Management - JIDM,2014,,
,Universidade Federal do Rio Grande do Sul,1994,1995,Pesquisador Associado
,JOURNAL OF UNIVERSAL COMPUTER SCIENCE,2019,,
,ACM COMPUTING SURVEYS,2020,,
