ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO
3646026898257545,Universidade Federal do Pampa,2010,2010,Colaborador
3646026898257545,Universidade Federal do Pampa,2011,2011,Colaborador
3646026898257545,Universidade Federal do Pampa,2012,2012,Colaborador
3646026898257545,Universidade Federal do Pampa,2013,2013,Colaborador
3646026898257545,Junior Achievement,2006,2006,Participante
3646026898257545,drSistemas,2008,2010,Técnico em Informática
3646026898257545,Caixa Econômica Federal,2007,2007,Estagiário
3646026898257545,Ideiah Soluções em Software Júnior,2012,2013,Diretor Administrativo
3646026898257545,Diretório Acadêmico de Engenharia de Software,2010,2012,Vice-Presidente
,Prefeitura Municipal de Sobradinho,2008,2008,Professor de Informática
,Universidade Federal de Santa Maria,2014,2015,Bolsista
,Universidade Federal de Santa Maria,2014,2015,Professor Substituto
,Instituto Federal Farroupilha,2015,,"Professor Ens. Básico, Técnico e Tecnológico"
