ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO
7166030596636868,Associacão Brasileira de Criadores de Ovinos,2007,2010,Auxiliar Administrativo
7166030596636868,Universidade da Região da Campanha,2010,2011,Desenvolvedor de Software
7166030596636868,Universidade da Região da Campanha,2016,2017,Desenvolvedor de Software Sênior
7166030596636868,Universidade da Região da Campanha,2016,2017,Professor do Ensino Superior
7166030596636868,e-Core Desenvolvimento de Software,2012,2014,Desenvolvedor de Software Sênior
7166030596636868,HealthPlan Services,2012,2014,Desenvolvedor de Software Sênior
7166030596636868,Prefeitura Municipal de Bagé,2013,2017,Informata de Nível Superior
7166030596636868,Universidade Federal do Rio Grande,2014,2014,Estagiário de Docência
7166030596636868,Marine Systems &amp; Ocean Technology,2014,2014,
7166030596636868,Revista Junior de Iniciação Científica em Ciências Exatas e Engenharia,2015,,
7166030596636868,Conselho Nacional de Desenvolvimento Científico e Tecnológico,2014,2014,Bolsista
7166030596636868,Conselho Nacional de Desenvolvimento Científico e Tecnológico,2015,2016,Bolsista
,Instituto Federal Sul-Rio-Grandense,2015,2015,Professor Substituto
,Revista do CCEI,2017,,
,"Instituto Federal de Educação, Ciência e Tecnologia Sul-rio-grandense",2017,,Docente
