ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO
8796491947184490,Universidade Federal do Rio Grande,2010,2010,Núcleo de Video Web Conferência
8796491947184490,Universidade Federal do Rio Grande,2009,2009,Manutenção do Laboratório.
8796491947184490,Universidade Federal do Rio Grande,2011,2011,Desenvolvimento framework.
8796491947184490,Universidade Federal do Rio Grande,2011,2012,Projeto de Inclusão Digital em Rio Grande
,Universidade Federal do Rio Grande,2018,2018,Trabalho voluntário - Professor
,Universidade Federal do Rio Grande,2019,2019,Professor Substituto
,Universidade Federal do Rio Grande,2019,,Pos-doutorado
,WD House,2013,2013,Estagiário
,Revista Jr de Iniciação Científica em Ciências Exatas e Engenharia - ICCEE,2013,2015,
,Universidad Pública de Navarra,2015,2018,Bolsista de doutorado - CNPq
