ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO
5878372087019892,Fundação Educacional Hansa Hamonia,2000,2000,Professor substituto
5878372087019892,Universidade do Planalto Catarinense,1999,1999,Professor substituto
5878372087019892,Universidade do Planalto Catarinense,2000,2010,
5878372087019892,Banco do Brasil S A,1986,1990,Estagiário de Serviços Gerais
5878372087019892,Scriba Comunicações Ltda,1991,1992,Operador de micro
5878372087019892,Lince Participações e Empreendimentos Ltda,1992,1995,Programador Jr.
5878372087019892,Florinfo Comércio e Serviços Ltda,1999,1999,Gerente
5878372087019892,Visual Systems Informática Ltda,1995,1998,Analista de Sistemas
5878372087019892,Quality Informática,1998,1998,Instrutor de Informática
5878372087019892,Serviço Nacional de Aprendizagem Comercial Lages Sc,2000,2001,Professor
5878372087019892,Universidade do Estado de Santa Catarina,2009,2010,Professor substituto
5878372087019892,IT Factory Soluções Tecnológicas,2005,2010,Sócio proprietário
5878372087019892,Instituto Federal Catarinense - Campus Camboriú,2010,,Professor EBTT
