ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO
7497320738069454,Universidade de Passo Fundo,2005,2008,Pesquisador
7497320738069454,Atua Sistemas de Informação,2006,2007,Estagiário no Desenvolvimento de Sistemas
7497320738069454,Atua Sistemas de Informação,2007,2009,Desenvolvedor de Sistemas
7497320738069454,Universidade Federal do Rio Grande do Sul,2009,2010,Bolsista
7497320738069454,Universidade Federal do Rio Grande do Sul,2010,2010,Não-bolsista
7497320738069454,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul",2010,,Professor
7497320738069454,Godigital Tecnologia e Participações,2010,2010,Consultor
7497320738069454,"Revista de Empreendedorismo, Inovação e Tecnologia",2015,,
7497320738069454,Revista Brasileira de Computação Aplicada,2015,,
7497320738069454,Revista de Informática Teórica e Aplicada: RITA,2015,,
,Instituto Estadual de Educação Nossa Senhora Imaculada,2018,,
,Universidade Federal da Fronteira Sul,2019,,
