ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO
6296010765327790,Politec Informática - Matriz,2003,2008,Gerente
6296010765327790,Universidade de São Paulo,2006,2010,Pesquisador do PCS/LAA
6296010765327790,Fundação Paulista de Tecnologia e Educação,1991,2001,Professor
6296010765327790,"Faculdade Auxillium de Filosofia, Ciências e Letras",1994,1995,Professor
6296010765327790,Pontifícia Universidade Católica de Minas Gerais,2000,2001,Professor Assistente III
6296010765327790,Frigorífico Gejota Ltda,1994,1995,Analista de Sistemas
6296010765327790,Universidade do Estado de Santa Catarina,2008,2010,Professor Adjunto I
6296010765327790,Instituto Federal de São Paulo,2010,,"Professor Ensino Básico, Tec e Tecnológico"
6296010765327790,37º Batalhão de Infantaria Motorizado,1984,1990,Oficial do Exército
6296010765327790,2º Batalhão de Caçadores,1982,1983,Aluno do NPOR
6296010765327790,Júpiter Systems Thecnology,2015,2016,Consultor em Engenharia de Processos
