ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO
0001394224092286,Universidade Católica de Angola,2003,2003,Professor
0001394224092286,Centro Estadual de Educação Tecnológica Paula Souza,2010,2012,Professor Assistente
0001394224092286,Centro Estadual de Educação Tecnológica Paula Souza,2013,,Professor Associado
0001394224092286,Centro Estadual de Educação Tecnológica Paula Souza,2018,,Coordenador de curso
0001394224092286,Editora Abril,2000,2001,Analista Sistemas
0001394224092286,BANCO ITAÚ HOLDING FINANCEIRA SA,2002,2002,Analista de Suporte
0001394224092286,MIDO JUPITER,2003,2004,Analista Sistemas
0001394224092286,LogicCom,2004,2005,Analista Suporte
0001394224092286,CLARO TELECOM,2005,2008,Analista Sistemas
0001394224092286,M4 Sistemas,2008,2010,Gerente de Projetos
0001394224092286,Trust Consultores,2010,2011,Gerente de Projetos
,Exanthus Consultoria,2004,2013,Sócio
,TECHCODES,2011,2013,Diretor de tecnologia
