FONTE,TIPO,ID,NOME,DOI,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,PERIODICO,6405951782839858,Renato Fileto,10.1007/s00778-003-0103-3,POESIA: An ontological workflow approach for composing Web services in agriculture,2003,Inglês,The VLDB Journal,SEM_DADOS,SEM_DADOS,"['FILETO, Renato;Fileto, Renato;Fileto, R. and', 'LIU, Ling and', 'PU, Calton and', 'ASSAD, Eduardo Delgado and', 'MEDEIROS, Claudia Bauzer and']"
LATTES,PERIODICO,6405951782839858,Renato Fileto,10.1145/637411.637421,Querying multiple bioinformatics information sources,2002,Inglês,SIGMOD Record,SEM_DADOS,SEM_DADOS,"['BUTTLER, David and', 'COLEMAN, Matthew and', 'CRITCHLOW, Terence and', 'Fileto, Renato and', 'Han, Wei and', 'PU, Calton and', 'ROCCO, Daniel and', 'Xiong, Li and']"
LATTES,PERIODICO,6405951782839858,Renato Fileto,,Agroinformática: Qualidade e Produtividade na Agricultura,1996,Português,Cadernos de Ciência e Tecnologia (EMBRAPA),SEM_DADOS,SEM_DADOS,"['MEIRA, Carlos Alberto Alves and', 'MANCINI, Adauto Luis and', 'MAXIMO, Fernando Atique and', 'FILETO, Renato;Fileto, Renato;Fileto, R. and', 'MASSRUHÁ, Silvia Maria Fonseca Silveira and']"
LATTES,PERIODICO,6405951782839858,Renato Fileto,10.1093/nar/gki397,The Diamond STING server,2005,Inglês,Nucleic Acids Research,SEM_DADOS,SEM_DADOS,"['Neshich, G. and', 'Bezerra, G. B. P. and', 'Velludo, T. M. and', 'Jimenez, T. S. and', 'Furukawa, N. and', 'Teshima, H. and', 'Kitajima, K. and', 'Bava, A. and', 'Sarai, A. and', 'Togawa, R. C. and', 'Mancini, A. L. and', 'Borro, L. C. and', 'Higa, R. H. and', 'Kuser, P. R. and', 'Yamagishi, M. E. B. and', 'Franco, E. H. and', 'Krauchenco, J. N. and', 'Fileto, R. and', 'Ribeiro, A. A. and']"
LATTES,PERIODICO,6405951782839858,Renato Fileto,,Building Multiple Sequence Alignments with a flavor of HSSP alignments,2006,Inglês,Genetics and Molecular Research,SEM_DADOS,SEM_DADOS,"['HIGA, Roberto Hiroshi and', 'NESIC, Goran and', 'CRUZ, Sérgio Aparecido Braga and', 'KUSER, Paula and', 'YAMAGISHI, Michel and', 'FILETO, Renato;Fileto, Renato;Fileto, R. and', 'OLIVEIRA, Stanley Robson Medeiros de and', 'MANZONI, Ivan and', 'SANTOS, Edgard Henrique dos and', 'MANCINI, Adauto and']"
LATTES,PERIODICO,6405951782839858,Renato Fileto,,PDB-Metrics: A Web Tool for Exploring the PDB Contents,2006,Inglês,Genetics and Molecular Research,SEM_DADOS,SEM_DADOS,"['FILETO, Renato;Fileto, Renato;Fileto, R. and', 'SANTOS, Edgard Henrique dos and', 'VIEIRA, Fábio and', 'MANZONI, Ivan and', 'CRUZ, Sérgio Aparecido Braga and', 'NESIC, Goran and', 'KUSER, Paula and', 'YAMAGISHI, Michel and', 'RIBEIRO, André and', 'QUINALIA, Thiago and', 'FRANCO, Eduardo Henrique and', 'MANCINI, Adauto Luis and', 'HIGA, Roberto Hiroshi and', 'OLIVEIRA, Stanley Robson Medeiros de and']"
LATTES,PERIODICO,6405951782839858,Renato Fileto,10.1093/nar/gkh480,JavaProtein Dossier: a novel web-based data visualization tool for comprehensive analysis of protein structure,2004,Inglês,Nucleic Acids Research,SEM_DADOS,SEM_DADOS,"['Neshich, G. and', 'Palandrani, J. F. and', 'Krauchenco, J. N. and', 'Torres, R. C. and', 'Souza, S. and', 'Togawa, R. C. and', 'Higa, R. H. and', 'Rocchia, W. and', 'Mancini, A. L. and', 'Yamagishi, M. E. B. and', 'Kuser, P. R. and', 'Fileto, R. and', 'Baudet, C. and', 'Pinto, I. P. and', 'Montagner, A. J. and']"
LATTES,PERIODICO,6405951782839858,Renato Fileto,10.1093/nar/gki111,"STING Report: convenient web-based application for graphic and tabular presentations of protein sequence, structure and function descriptors from the STING database",2004,Inglês,Nucleic Acids Research (Online),SEM_DADOS,SEM_DADOS,"['Neshich, G. and', 'Montagner, A. J. and', 'Higa, R. H. and', 'Mancini, A. L. and', 'Yamagishi, M. E. B. and', 'Kuser, P. R. and', 'Fileto, R. and', 'Pinto, I. P. and', 'Palandrani, J. F. and', 'Krauchenco, J. N. and', 'Baudet, C. and']"
LATTES,PERIODICO,6405951782839858,Renato Fileto,10.1016/j.mcm.2010.02.007,Season queries on a temporal multidimensional model for OLAP,2010,Inglês,Mathematical and Computer Modelling,SEM_DADOS,SEM_DADOS,"['Moreno, Francisco and', 'Fileto, Renato and', 'Arango, Fernando and']"
LATTES,PERIODICO,6405951782839858,Renato Fileto,,Research on Complex Data Management and Analysis at UFSC,2011,Inglês,Journal of Information and Data Management - JIDM,SEM_DADOS,SEM_DADOS,"['MELLO, R. S. and', 'FILETO, Renato and', 'DORNELES, C. F. and', 'BOGORNY, V. and']"
